序,股票,价,涨,持股比,持有市值.亿,近3月,近1年,近2年,近3年,PE,股息,市值,今年来,行业
'474,688388.嘉元科技,'22.49,'+3.26%,2.35%,'2.01,'+1.80%,'+1.00%,'+1.33%,'+1.39%,'-,0.07%,'95.86,'+52.68%,电池
'475,600535.天士力,'16.41,'-0.79%,2.35%,'5.51,'+0.50%,'-0.22%,'-0.36%,'+2.24%,'25.06,3.23%,'245.16,'+15.02%,中药
'476,600970.中材国际,'9.12,'-0.22%,2.35%,'5.32,'+0.09%,'-1.50%,'-0.02%,'+0.96%,'9.03,4.93%,'240.76,'+1.13%,工程建设
'477,601021.春秋航空,'52.53,0.00%,2.32%,'12.64,'+0.05%,'-0.28%,'+0.74%,'+1.68%,'24.26,1.56%,'513.92,'-7.53%,航空机场
'478,600017.日照港,'3.23,'+0.62%,2.31%,'2.20,'-0.23%,'+1.45%,'+1.95%,'+2.26%,'16.39,2.66%,'99.34,'+3.73%,航运港口
'479,688578.艾力斯,'99.41,'-0.36%,2.31%,'9.66,'-0.54%,'-0.90%,'+1.87%,%,'30.73,0.65%,'447.35,'+66.64%,化学制药
'480,000938.紫光股份,'24.90,'+1.59%,2.31%,'15.87,'+0.32%,'-1.21%,'-1.63%,'+0.45%,'46.05,0.31%,'701.01,'-10.25%,互联网服务
'481,002215.诺普信,'11.88,'-0.25%,2.31%,'2.40,'+1.55%,'+1.57%,'+1.43%,'+2.24%,'17.60,2.94%,'119.72,'+9.05%,农药兽药
'482,300394.天孚通信,'103.03,'-0.17%,2.31%,'14.35,'+0.58%,'-0.78%,'+0.10%,'+1.15%,'58.26,0.69%,'802.29,'+58.76%,通信设备
'483,300896.爱美客,'183.89,'-0.03%,2.31%,'12.20,'-0.36%,'+0.02%,'-1.50%,'+0.15%,'31.90,2.07%,'556.59,'+3.00%,美容护理
'484,000901.航天科技,'16.09,'+9.98%,2.30%,'2.28,'+0.38%,'+1.45%,'+0.57%,'+0.88%,'-,'-,'116.78,'+46.67%,汽车零部件
'485,688396.华润微,'47.29,'+0.81%,2.30%,'14.38,'+1.13%,'+1.18%,'+0.99%,'+1.20%,'96.45,0.12%,'627.79,'+0.34%,半导体
'486,002657.中科金财,'29.04,'+3.53%,2.30%,'2.18,'+0.82%,'+1.76%,'+2.06%,'+2.30%,'-,'-,'95.38,'+58.52%,互联网服务
'487,300033.同花顺,'292.70,'-0.19%,2.29%,'33.57,'-0.34%,'-0.60%,'+0.27%,'-0.33%,'88.65,1.02%,'1576.62,'+2.85%,软件开发
'488,002985.北摩高科,'31.31,'+1.95%,2.29%,'2.30,'+1.71%,'+1.27%,'-1.42%,'-1.05%,'-,0.89%,'101.91,'+33.34%,航天航空
'489,002967.广电计量,'17.49,'+1.16%,2.28%,'2.34,'-0.27%,'+1.57%,'+0.02%,'+0.86%,'31.22,2.31%,'100.84,'+9.21%,专业服务
'490,002550.千红制药,'11.89,'+4.48%,2.28%,'2.45,'-0.94%,'+0.54%,'+2.08%,'+2.24%,'53.17,1.05%,'145.64,'+95.01%,化学制药
'491,300433.蓝思科技,'23.24,'+1.57%,2.28%,'25.37,'-0.30%,0.00%,'-0.96%,'+0.35%,'35.26,1.75%,'1140.06,'+8.07%,消费电子
'492,002738.中矿资源,'35.72,'-0.28%,2.27%,'5.28,'+0.10%,'-0.75%,'+0.23%,'-0.73%,'61.98,1.40%,'258.44,'+2.10%,能源金属
'493,000963.华东医药,'44.00,'-3.00%,2.27%,'16.08,'-0.36%,'-0.21%,'-1.00%,'-0.49%,'23.33,2.05%,'795.65,'+28.84%,化学制药
'494,688484.南芯科技,'41.19,'-0.99%,2.26%,'3.80,'+0.45%,'+1.90%,%,%,'68.37,0.73%,'175.35,'+14.87%,半导体
'495,002315.焦点科技,'54.17,'-0.99%,2.26%,'3.27,'+0.68%,'-1.86%,'+0.63%,'+2.26%,'36.65,2.01%,'173.56,'+31.98%,互联网服务
'496,002707.众信旅游,'7.65,'+0.26%,2.25%,'1.72,'-3.94%,'+1.92%,'+1.85%,'+2.23%,'77.93,'-,'74.98,'+3.52%,旅游酒店
'497,002758.浙农股份,'9.03,'-1.42%,2.25%,'1.05,'+0.52%,'+2.15%,'+1.94%,%,'14.63,3.28%,'47.76,'+6.63%,综合行业
'498,000050.深天马Ａ,'9.48,'+0.42%,2.24%,'4.68,'-0.23%,'-0.13%,'+0.13%,'+0.68%,'-,'-,'232.01,'+4.98%,光学光电子
'499,600779.水井坊,'41.95,'+0.24%,2.24%,'4.66,'+0.04%,'-0.70%,'-1.55%,'-2.40%,'15.18,2.19%,'204.51,'-21.62%,酿酒行业
'500,601111.中国国航,'7.26,'-0.14%,2.23%,'22.02,'+0.28%,'+0.72%,'+1.06%,'+1.12%,'-,'-,'906.98,'-8.22%,航空机场
