序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
794	8872	大成睿裕六月	9月1日	1.5412	1.5412	0.31%	-0.25%	8.76%	11.22%	13.02%	24.27%	22.04%	26.37%	12.55%	54.12%	24.99%	0.00%
795	8412	长盛竞争优势	9月1日	0.7933	0.7933	0.21%	1.19%	6.20%	8.79%	11.73%	24.21%	4.53%	10.90%	14.84%	-20.67%	25.54%	0.15%
796	1577	嘉实低价策略	9月1日	2.533	2.533	0.40%	1.08%	6.21%	11.93%	13.74%	24.17%	12.68%	19.48%	9.84%	153.30%	24.59%	0.15%
797	18650	光大保德信国	9月1日	1.497	1.497	0.60%	2.39%	12.56%	16.41%	12.47%	24.13%	9.91%	---	12.98%	4.47%	25.48%	0.00%
798	19124	博道红利智航	9月1日	1.1937	1.2437	-0.23%	-2.19%	1.32%	7.41%	12.19%	24.09%	---	---	8.29%	25.05%	23.74%	--
799	6693	金信消费升级	9月1日	1.6209	2.3706	-0.59%	-1.56%	4.41%	2.15%	9.34%	23.98%	3.84%	-3.48%	4.68%	141.50%	25.59%	0.00%
800	1291	大摩量化多策	9月1日	1.19	1.19	0.59%	0.76%	7.50%	14.42%	15.98%	23.83%	19.12%	4.85%	11.74%	19.00%	25.00%	0.15%
801	9107	嘉合同顺智选	9月1日	0.8713	1.0213	0.23%	0.48%	6.66%	14.04%	13.05%	23.80%	10.77%	0.33%	13.24%	0.64%	25.84%	0.00%
802	409	鹏华环保产业	9月1日	3.664	3.664	0.19%	2.92%	20.01%	31.94%	19.93%	23.78%	5.47%	-27.24%	21.57%	266.40%	25.01%	0.15%
803	8958	嘉实回报精选	9月1日	1.0195	1.0195	0.30%	-0.60%	7.50%	7.82%	6.78%	23.76%	-0.78%	-13.42%	8.53%	1.94%	26.24%	0.15%
804	519714	交银消费新驱	9月1日	1.356	3.796	0.52%	0.37%	9.98%	4.47%	9.71%	23.72%	-17.77%	-20.98%	5.77%	355.85%	28.41%	0.15%
805	11143	创金合信新材	9月1日	0.9855	0.9855	3.75%	6.25%	16.67%	29.67%	10.51%	23.65%	4.63%	-19.58%	11.10%	-1.45%	25.85%	0.00%
806	19125	博道红利智航	9月1日	1.1847	1.2347	-0.24%	-2.20%	1.29%	7.29%	11.96%	23.60%	---	---	8.00%	24.13%	23.24%	0.00%
807	7523	汇添富内需增	9月1日	1.282	1.282	1.54%	0.53%	11.34%	10.58%	14.06%	23.32%	5.71%	-5.78%	15.18%	28.20%	24.76%	0.15%
808	8413	长盛竞争优势	9月1日	0.7615	0.7615	0.21%	1.17%	6.12%	8.57%	11.28%	23.22%	2.88%	8.28%	14.22%	-23.85%	24.55%	0.00%
809	4189	华商消费行业	9月1日	1.2202	0.8686	0.38%	0.05%	7.44%	7.09%	8.41%	23.05%	-7.68%	-6.04%	8.93%	-13.14%	25.90%	0.15%
810	1528	诺安先进制造	9月1日	3.087	3.087	0.03%	0.16%	6.67%	8.93%	6.60%	23.04%	14.72%	44.66%	9.98%	208.70%	24.23%	0.15%
811	11224	九泰盈泰量化	9月1日	0.8503	0.8503	1.13%	1.05%	11.50%	18.72%	12.04%	22.80%	10.80%	1.81%	12.53%	-14.97%	24.20%	0.15%
812	925	汇添富外延增	9月1日	1.613	1.87	2.02%	3.60%	12.88%	16.88%	19.93%	22.76%	33.20%	16.75%	16.04%	91.01%	22.60%	0.15%
813	4683	建信高端医疗	9月1日	1.6316	1.6316	3.52%	-1.50%	1.87%	19.78%	18.74%	22.58%	5.37%	-13.27%	19.25%	63.16%	23.33%	0.15%
814	7524	汇添富内需增	9月1日	1.2339	1.2339	1.53%	0.51%	11.28%	10.41%	13.70%	22.58%	4.45%	-7.46%	14.72%	23.39%	24.01%	0.00%
815	5267	嘉实价值精选	9月1日	2.2176	2.2176	1.03%	1.28%	7.28%	9.94%	11.25%	22.38%	12.80%	19.82%	10.37%	121.76%	24.34%	0.15%
816	19607	诺安先进制造	9月1日	3.058	3.058	0.00%	0.13%	6.59%	8.75%	6.29%	22.37%	---	---	9.61%	13.76%	23.56%	0.00%
817	696	汇添富环保行	9月1日	1.51	1.751	0.07%	1.68%	11.36%	15.89%	5.96%	22.27%	-6.27%	-31.99%	9.10%	68.87%	23.67%	0.15%
818	1473	建信大安全战	9月1日	3.0172	3.0172	-0.33%	0.08%	8.76%	7.35%	6.16%	22.19%	1.98%	0.40%	4.85%	201.72%	24.50%	0.15%
819	11424	汇添富外延增	9月1日	1.572	1.829	2.01%	3.63%	12.85%	16.79%	19.63%	22.18%	32.12%	15.10%	15.67%	-1.78%	22.02%	0.00%
820	3634	嘉实农业产业	9月1日	1.4851	1.4851	0.03%	0.57%	8.37%	3.45%	15.59%	22.16%	-9.45%	-31.36%	10.43%	48.51%	24.17%	0.15%
821	11225	九泰盈泰量化	9月1日	0.8298	0.8298	1.12%	1.03%	11.44%	18.53%	11.70%	22.07%	9.47%	-0.02%	12.07%	-17.02%	23.46%	0.00%
822	16352	建信高端医疗	9月1日	1.6121	1.6121	3.51%	-1.51%	1.83%	19.65%	18.49%	22.04%	4.49%	---	18.89%	-14.24%	22.79%	0.00%
823	7548	易方达ESG	9月1日	1.6864	1.6864	2.28%	0.48%	8.45%	6.84%	7.43%	21.79%	9.27%	6.92%	15.00%	68.64%	24.41%	0.15%
824	729	建信中小盘先	9月1日	3.48	3.48	0.09%	2.65%	12.58%	13.13%	10.55%	21.76%	3.57%	-21.92%	10.02%	248.00%	23.62%	0.15%
825	6675	宝盈品牌消费	9月1日	1.3079	1.5629	-0.15%	-3.11%	4.25%	1.92%	3.21%	21.61%	25.99%	28.25%	0.58%	59.94%	22.75%	0.15%
826	6676	宝盈品牌消费	9月1日	1.2533	1.4986	-0.15%	-3.12%	4.17%	1.70%	2.78%	21.54%	24.94%	26.15%	0.00%	53.27%	22.70%	0.00%
827	15468	嘉实农业产业	9月1日	0.6768	0.6768	0.01%	0.56%	8.32%	3.28%	15.24%	21.42%	-10.52%	-32.58%	10.00%	-32.32%	23.44%	0.00%
828	13919	建信中小盘先	9月1日	3.426	3.426	0.09%	2.64%	12.55%	12.99%	10.34%	21.27%	2.73%	-22.87%	9.74%	-13.18%	23.15%	0.00%
829	1781	建信现代服务	9月1日	1.544	1.624	-0.83%	-1.47%	7.67%	9.04%	8.50%	21.10%	-1.91%	-8.54%	6.78%	61.89%	23.03%	0.15%
830	12496	同泰行业优选	9月1日	0.5663	0.5663	-0.98%	-3.76%	0.21%	15.90%	1.12%	20.98%	1.80%	-12.74%	7.31%	-43.37%	25.34%	0.15%
831	1166	建信环保产业	9月1日	0.976	0.976	0.00%	1.46%	12.44%	17.03%	5.63%	20.94%	-11.11%	-35.49%	8.69%	-2.40%	22.61%	0.15%
832	5235	银华食品饮料	9月1日	1.8504	1.8504	-0.10%	-0.60%	7.18%	3.67%	4.27%	20.79%	-13.25%	-19.30%	3.66%	85.04%	24.53%	0.15%
833	2621	中欧消费主题	9月1日	1.6551	1.6551	-0.56%	-0.45%	9.33%	7.93%	14.22%	20.77%	-5.11%	-21.73%	13.29%	65.51%	23.46%	0.15%
834	9988	信澳蓝筹精选	9月1日	0.6749	0.6749	1.52%	1.47%	13.12%	18.26%	26.01%	20.63%	-9.46%	-24.06%	18.15%	-32.51%	20.86%	0.15%
835	12497	同泰行业优选	9月1日	0.5572	0.5572	-0.98%	-3.77%	0.18%	15.79%	0.92%	20.50%	0.98%	-13.80%	7.03%	-44.28%	24.85%	0.00%
836	20682	建信环保产业	9月1日	0.972	0.972	-0.10%	1.36%	12.37%	16.97%	5.42%	20.45%	---	---	8.36%	26.73%	22.11%	0.00%
837	3298	嘉实物流产业	9月1日	2.422	2.422	-0.78%	-1.50%	4.44%	5.21%	6.51%	20.44%	3.95%	-5.76%	5.44%	142.20%	20.14%	0.15%
838	9875	天弘甄选食品	9月1日	0.9549	0.9549	-0.22%	-0.87%	6.65%	3.33%	4.05%	20.43%	-8.06%	-13.39%	4.95%	-4.51%	23.52%	0.12%
839	6251	银华兴盛股票	9月1日	1.5848	1.5848	0.16%	2.77%	18.53%	27.66%	25.29%	20.42%	12.31%	-24.46%	22.02%	58.48%	20.76%	0.15%
840	5236	银华食品饮料	9月1日	1.8039	1.8039	-0.10%	-0.61%	7.15%	3.57%	4.06%	20.31%	-13.94%	-20.27%	3.38%	80.39%	24.04%	0.00%
841	9876	天弘甄选食品	9月1日	0.9451	0.9451	-0.23%	-0.87%	6.62%	3.28%	3.95%	20.17%	-8.43%	-13.92%	4.80%	-5.49%	23.27%	0.00%
842	15139	泰康医疗健康	9月1日	1.0855	1.0855	1.24%	-1.05%	7.25%	12.62%	0.98%	19.87%	6.54%	8.32%	3.89%	8.55%	21.83%	0.15%
843	2697	中欧消费主题	9月1日	1.5873	1.5873	-0.56%	-0.46%	9.26%	7.71%	13.75%	19.81%	-6.61%	-23.58%	12.69%	58.73%	22.49%	0.00%
844	3299	嘉实物流产业	9月1日	2.343	2.343	-0.76%	-1.51%	4.41%	5.11%	6.26%	19.79%	2.90%	-7.13%	5.11%	134.30%	19.54%	0.00%
845	10196	易方达核心优	9月1日	0.7662	0.7662	2.24%	0.42%	8.50%	6.24%	4.44%	19.79%	2.08%	-0.73%	12.25%	-23.38%	23.14%	0.15%
846	8736	南方高股息股	9月1日	1.0349	1.0349	0.15%	-0.67%	4.72%	10.76%	14.89%	19.77%	19.15%	11.33%	11.95%	3.49%	19.60%	0.15%
847	8860	民生加银龙头	9月1日	1.1272	1.1272	1.34%	0.79%	7.91%	11.84%	15.75%	19.60%	15.79%	-11.08%	15.31%	12.72%	20.85%	0.15%
848	867	华宝品质生活	9月1日	1.542	1.592	-0.39%	-0.84%	7.68%	4.76%	4.97%	19.53%	-7.50%	-18.46%	7.68%	59.49%	22.67%	0.15%
849	3956	南方产业智选	9月1日	2.0115	2.0115	0.36%	-0.68%	3.93%	5.52%	4.92%	19.49%	22.49%	8.97%	9.05%	101.15%	19.85%	0.15%
850	16725	农银品质农业	9月1日	0.8121	0.8121	0.15%	1.05%	7.48%	3.36%	12.31%	19.37%	-9.83%	---	8.51%	-18.79%	20.83%	0.12%
851	10197	易方达核心优	9月1日	0.7521	0.7521	2.24%	0.41%	8.47%	6.12%	4.24%	19.29%	1.24%	-1.93%	11.94%	-24.79%	22.63%	0.00%
852	1047	光大保德信国	9月1日	1.424	1.424	0.64%	2.45%	12.57%	16.34%	11.86%	19.26%	4.48%	-14.22%	12.39%	42.40%	20.58%	0.15%
853	15140	泰康医疗健康	9月1日	1.0669	1.0669	1.23%	-1.07%	7.20%	12.47%	0.71%	19.22%	5.42%	6.72%	3.53%	6.69%	21.17%	0.00%
854	985	嘉实逆向策略	9月1日	1.508	1.508	0.40%	0.80%	6.57%	12.62%	14.85%	18.93%	-6.74%	-41.73%	15.11%	50.80%	22.11%	0.15%
855	11285	民生价值优选	9月1日	0.6704	0.6704	0.71%	-0.33%	7.99%	12.18%	16.01%	18.93%	13.97%	-13.36%	15.49%	-32.96%	20.19%	0.15%
856	16726	农银品质农业	9月1日	0.8024	0.8024	0.14%	1.03%	7.43%	3.26%	12.08%	18.89%	-10.56%	---	8.23%	-19.76%	20.35%	0.00%
857	10585	创金合信医药	9月1日	0.5275	0.5275	2.67%	-2.12%	3.96%	5.71%	6.91%	18.81%	-13.92%	-29.19%	9.37%	-47.25%	21.18%	0.90%
858	8737	南方高股息股	9月1日	0.9934	0.9934	0.14%	-0.69%	4.65%	10.54%	14.42%	18.80%	17.26%	8.69%	11.36%	-0.66%	18.66%	0.00%
859	9954	北信瑞丰优选	9月1日	1.0379	1.0379	-0.04%	-0.88%	12.53%	11.59%	5.00%	18.77%	-23.95%	-21.69%	2.22%	3.79%	23.41%	0.15%
860	21570	华夏红利量化	9月1日	1.1422	1.1422	0.00%	-2.20%	0.82%	4.74%	8.54%	18.62%	---	---	4.58%	14.22%	18.50%	0.15%
861	955	南方产业活力	9月1日	1.5139	1.5139	0.69%	-0.05%	5.15%	6.34%	9.73%	18.59%	12.64%	3.20%	5.51%	51.39%	19.24%	0.15%
862	8303	宝盈龙头优选	9月1日	1.3219	1.364	0.20%	-2.97%	0.90%	-0.64%	6.71%	18.51%	26.14%	37.07%	6.84%	36.73%	18.80%	0.15%
863	11286	民生价值优选	9月1日	0.6592	0.6592	0.70%	-0.33%	7.96%	12.07%	15.77%	18.45%	13.07%	-14.39%	15.18%	-34.08%	19.72%	0.00%
864	17292	申万菱信红利	9月1日	1.1601	1.1601	-0.10%	-2.02%	1.80%	7.48%	14.70%	18.40%	---	---	10.88%	16.01%	18.40%	0.12%
865	3190	创金合信消费	9月1日	2.0558	1.9565	0.36%	0.00%	7.45%	5.96%	6.99%	18.36%	-11.86%	-16.38%	9.46%	95.65%	21.06%	0.15%
866	10586	创金合信医药	9月1日	0.5151	0.5151	2.67%	-2.13%	3.91%	5.57%	6.65%	18.20%	-14.77%	-30.24%	9.02%	-48.49%	20.58%	0.00%
867	21571	华夏红利量化	9月1日	1.1369	1.1369	0.00%	-2.20%	0.80%	4.64%	8.33%	18.14%	---	---	4.30%	13.69%	18.02%	0.00%
868	11384	南方远见回报	9月1日	1.0627	1.0627	-0.42%	-2.87%	-1.21%	1.91%	8.48%	18.10%	24.54%	18.50%	5.79%	6.27%	18.21%	0.15%
869	17293	申万菱信红利	9月1日	1.1541	1.1541	-0.11%	-2.03%	1.76%	7.38%	14.45%	17.91%	---	---	10.57%	15.41%	17.91%	0.00%
870	8304	宝盈龙头优选	9月1日	1.2673	1.3079	0.20%	-2.99%	0.84%	-0.84%	6.28%	17.81%	24.29%	34.00%	6.24%	31.08%	18.11%	0.00%
871	9658	汇丰晋信中小	9月1日	0.834	0.834	-0.47%	-2.28%	-1.07%	1.72%	4.91%	17.66%	-7.85%	-14.64%	2.91%	-16.60%	19.48%	0.15%
872	20768	中信保诚国企	9月1日	1.1099	1.1099	-0.43%	-2.55%	0.53%	3.30%	8.03%	17.65%	---	---	2.48%	10.99%	17.62%	0.15%
873	12214	民生加银核心	9月1日	0.758	0.758	0.66%	-0.17%	5.91%	11.96%	15.58%	17.61%	11.63%	-14.85%	14.57%	-24.20%	18.68%	0.15%
874	3191	创金合信消费	9月1日	1.9555	1.8463	0.35%	-0.01%	7.39%	5.77%	6.61%	17.53%	-13.09%	-18.12%	8.95%	84.63%	20.23%	0.00%
875	11457	新华行业龙头	9月1日	0.6504	0.6504	0.35%	-1.62%	4.41%	7.93%	13.33%	17.51%	-13.83%	-36.77%	9.48%	-34.96%	19.14%	0.15%
876	9240	泰康蓝筹优势	9月1日	1.0354	1.0354	-0.11%	-0.41%	7.23%	7.20%	7.21%	17.45%	-3.44%	0.69%	5.87%	3.54%	18.98%	0.15%
877	11385	南方远见回报	9月1日	1.0344	1.0344	-0.42%	-2.87%	-1.25%	1.76%	8.16%	17.36%	23.01%	16.34%	5.37%	3.44%	17.47%	0.00%
878	160919	大成产业升级	9月1日	3.1099	5.0959	0.34%	0.11%	9.38%	10.69%	8.74%	17.31%	6.83%	14.55%	3.63%	193.63%	17.73%	0.15%
879	5927	创金合信新能	9月1日	1.7868	1.7868	1.55%	2.41%	16.71%	24.65%	10.47%	17.31%	-1.69%	-36.47%	13.51%	78.68%	19.49%	0.15%
880	2334	汇丰晋信大盘	9月1日	1.5276	1.5276	-0.51%	-2.95%	-0.97%	1.01%	4.05%	17.15%	0.84%	4.95%	1.27%	52.74%	18.58%	0.15%
881	12215	民生加银核心	9月1日	0.7466	0.7466	0.66%	-0.19%	5.87%	11.85%	15.36%	17.15%	10.76%	-15.86%	14.26%	-25.34%	18.23%	0.00%
882	519193	万家消费成长	9月1日	2.077	2.077	0.64%	0.44%	10.68%	13.50%	11.22%	17.03%	-4.84%	-7.82%	8.48%	107.70%	17.75%	0.15%
883	4403	平安股息精选	9月1日	1.4695	1.4695	0.15%	-2.37%	-0.39%	2.19%	9.71%	16.97%	13.33%	21.97%	8.28%	46.95%	17.01%	0.15%
884	20769	中信保诚国企	9月1日	1.1002	1.1002	-0.43%	-2.57%	0.49%	3.15%	7.70%	16.94%	---	---	2.08%	10.02%	16.92%	0.00%
885	21167	中泰红利量化	9月1日	1.1004	1.1004	-0.22%	-1.49%	3.25%	5.95%	8.08%	16.83%	---	---	4.37%	10.04%	---	0.15%
886	9775	汇丰晋信中小	9月1日	0.8009	0.8009	-0.47%	-2.31%	-1.14%	1.51%	4.49%	16.73%	-9.31%	-16.66%	2.36%	-19.91%	18.53%	0.00%
887	19206	大成产业升级	9月1日	3.0793	3.0793	0.34%	0.10%	9.34%	10.55%	8.46%	16.71%	5.78%	---	3.28%	5.78%	17.13%	0.00%
888	471	富国城镇发展	9月1日	2.3583	2.8583	0.86%	-0.52%	5.15%	5.80%	7.34%	16.69%	5.23%	0.83%	6.18%	195.96%	18.03%	0.15%
889	2335	汇丰晋信大盘	9月1日	1.4583	1.4583	-0.52%	-2.95%	-1.01%	0.89%	3.79%	16.56%	-0.16%	3.40%	0.93%	45.82%	18.00%	0.00%
890	5928	创金合信新能	9月1日	1.6962	1.6962	1.54%	2.39%	16.64%	24.41%	10.08%	16.48%	-3.07%	-37.80%	12.97%	69.62%	18.66%	0.00%
891	7287	合煦智远消费	9月1日	1.1845	1.1845	-0.11%	-0.78%	6.79%	5.15%	6.56%	16.24%	3.33%	4.51%	5.98%	18.45%	18.83%	0.15%
892	21168	中泰红利量化	9月1日	1.0935	1.0935	-0.22%	-1.50%	3.20%	5.82%	7.82%	16.24%	---	---	4.02%	9.35%	---	0.00%
893	4404	平安股息精选	9月1日	1.3682	1.3682	0.15%	-2.38%	-0.46%	1.98%	9.25%	16.05%	11.55%	19.11%	7.71%	36.82%	16.10%	0.00%
894	1725	汇添富高端制	9月1日	2.553	2.553	0.27%	1.15%	8.13%	9.85%	10.38%	15.89%	13.77%	3.40%	5.10%	155.30%	15.99%	0.15%
895	11220	南方匠心优选	9月1日	0.8533	0.8533	-0.25%	-2.65%	-0.42%	2.23%	7.94%	15.86%	19.01%	13.09%	4.84%	-14.67%	15.86%	0.15%
896	110022	易方达消费行	9月1日	3.698	3.698	0.03%	0.03%	10.45%	7.19%	5.15%	15.82%	-4.84%	-8.58%	2.92%	269.80%	18.53%	0.15%
897	7288	合煦智远消费	9月1日	1.1472	1.1472	-0.11%	-0.79%	6.75%	5.02%	6.29%	15.66%	2.30%	2.92%	5.63%	14.72%	18.23%	0.00%
898	916	前海开源股息	9月1日	1.7391	2.4201	0.07%	-1.02%	2.06%	3.70%	6.52%	15.52%	12.42%	20.68%	2.37%	178.05%	15.69%	0.15%
899	21187	摩根红利优选	9月1日	1.1508	1.1508	0.03%	-2.13%	0.15%	4.22%	6.84%	15.46%	---	---	2.14%	15.08%	15.44%	0.15%
900	15114	汇添富高端制	9月1日	2.502	2.502	0.28%	1.13%	8.08%	9.69%	10.03%	15.30%	12.55%	1.67%	4.77%	-0.60%	15.46%	0.00%
901	11221	南方匠心优选	9月1日	0.8304	0.8304	-0.25%	-2.65%	-0.47%	2.08%	7.62%	15.19%	17.62%	11.11%	4.43%	-16.96%	15.21%	0.00%
902	21784	前海开源股息	9月1日	1.7314	1.7314	0.06%	-1.03%	2.03%	3.60%	6.31%	15.05%	---	---	2.10%	5.59%	15.23%	0.00%
903	21188	摩根红利优选	9月1日	1.1433	1.1433	0.02%	-2.15%	0.10%	4.06%	6.52%	14.77%	---	---	1.73%	14.33%	14.74%	0.00%
904	4805	长信消费精选	9月1日	1.1051	1.1051	0.25%	-0.67%	11.42%	10.75%	2.11%	14.52%	-26.04%	-23.09%	0.54%	10.51%	18.98%	0.15%
905	1044	嘉实新消费股	9月1日	2.545	2.615	0.35%	-0.08%	3.84%	1.48%	3.46%	14.23%	6.04%	17.61%	-1.28%	166.67%	15.89%	0.15%
906	13152	长信消费精选	9月1日	1.0872	1.0872	0.26%	-0.67%	11.39%	10.65%	1.91%	14.07%	-26.61%	-24.00%	0.27%	-43.08%	18.53%	--
907	20140	国寿安保品质	9月1日	0.9498	0.9498	0.70%	1.33%	11.53%	3.79%	8.21%	13.22%	---	---	7.06%	-5.02%	14.09%	0.12%
908	21629	华安红利机遇	9月1日	1.0809	1.132	0.03%	-1.94%	-1.10%	2.79%	10.23%	13.19%	---	---	8.81%	13.15%	---	0.15%
909	21630	华安红利机遇	9月1日	1.0763	1.1274	0.03%	-1.95%	-1.13%	2.69%	10.02%	12.72%	---	---	8.52%	12.69%	---	0.00%
910	20141	国寿安保品质	9月1日	0.9439	0.9439	0.70%	1.32%	11.48%	3.67%	7.95%	12.66%	---	---	6.72%	-5.61%	13.53%	0.00%
911	5106	银华农业产业	9月1日	1.3781	1.3781	-0.05%	-0.17%	4.05%	6.58%	12.50%	12.58%	-15.07%	-37.14%	7.15%	37.81%	14.48%	0.15%
912	14064	银华农业产业	9月1日	1.3682	1.3682	-0.06%	-0.18%	4.03%	6.52%	12.39%	12.36%	-15.41%	-37.51%	7.00%	-38.50%	14.25%	0.00%
913	5402	广发资源优选	9月1日	1.6826	1.6826	2.47%	3.68%	12.81%	19.85%	27.60%	11.67%	14.16%	-11.14%	22.01%	68.26%	13.22%	0.15%
914	9476	建信食品饮料	9月1日	0.8759	0.8759	-0.24%	-1.33%	10.40%	6.23%	3.29%	11.58%	-23.19%	-23.82%	5.93%	-12.41%	14.84%	0.15%
915	10235	广发资源优选	9月1日	1.6506	1.6506	2.46%	3.67%	12.76%	19.73%	27.33%	11.23%	13.25%	-12.20%	21.67%	-2.23%	12.76%	0.00%
916	14864	建信食品饮料	9月1日	0.8628	0.8628	-0.24%	-1.34%	10.36%	6.11%	3.08%	11.13%	-23.81%	-24.74%	5.63%	-23.97%	14.38%	0.00%
917	376510	摩根大盘蓝筹	9月1日	2.2257	2.2257	-0.19%	-0.55%	5.60%	8.55%	6.41%	11.04%	-0.55%	-11.78%	2.69%	122.57%	11.33%	0.15%
918	10815	农银新兴消费	9月1日	0.587	0.587	-0.19%	0.10%	6.69%	2.89%	8.22%	10.53%	-9.75%	-19.26%	3.82%	-41.30%	11.39%	0.15%
919	16401	摩根大盘蓝筹	9月1日	2.1707	2.1707	-0.19%	-0.55%	5.55%	8.38%	6.08%	10.37%	-1.75%	-13.96%	2.28%	-24.22%	10.67%	0.00%
920	20760	建信红利精选	9月1日	1.0878	1.1008	0.34%	-1.66%	1.28%	4.89%	7.51%	10.23%	---	---	2.44%	10.17%	10.24%	0.00%
921	1651	工银新蓝筹股	9月1日	2.67	2.67	1.33%	1.75%	6.16%	1.56%	10.24%	10.19%	14.49%	12.80%	7.01%	167.00%	10.47%	0.15%
922	20759	建信红利精选	9月1日	1.0858	1.0988	0.34%	-1.66%	1.31%	4.99%	7.73%	9.98%	---	---	2.71%	9.97%	9.98%	0.15%
923	11476	工银新蓝筹股	9月1日	2.614	2.614	1.32%	1.71%	6.09%	1.40%	9.97%	9.60%	13.41%	11.19%	6.65%	-8.15%	9.88%	0.00%
924	6926	长城量化精选	9月1日	0.9629	0.9629	-0.27%	-1.12%	11.73%	10.50%	1.09%	8.59%	-30.06%	-29.43%	0.03%	-3.71%	12.82%	0.15%
925	1490	汇添富国企创	9月1日	1.662	1.662	0.73%	0.85%	6.20%	8.91%	9.13%	8.20%	-8.73%	-17.84%	4.27%	66.20%	7.92%	0.15%
926	2595	博时工业4.	9月1日	1.379	1.379	-0.14%	-1.92%	0.07%	-0.65%	1.85%	8.16%	-17.82%	-33.12%	3.37%	37.90%	10.94%	0.15%
927	11463	长城量化精选	9月1日	0.9412	0.9412	-0.28%	-1.13%	11.69%	10.37%	0.85%	8.06%	-30.75%	-30.48%	-0.30%	-31.12%	12.26%	0.00%
928	884	民生加银优选	9月1日	1.327	1.721	0.58%	-0.58%	4.41%	-0.66%	-11.53%	7.89%	-19.58%	-36.11%	-8.98%	55.04%	9.76%	0.15%
929	15123	汇添富国企创	9月1日	1.626	1.626	0.68%	0.81%	6.07%	8.62%	8.76%	7.54%	-9.82%	-19.31%	3.77%	-20.57%	7.26%	0.00%
930	4997	广发高端制造	9月1日	1.3095	1.3095	0.67%	-1.08%	7.82%	19.98%	2.56%	5.49%	-25.29%	-55.76%	1.43%	30.94%	8.20%	0.15%
931	10160	广发高端制造	9月1日	1.2843	1.2843	0.67%	-1.09%	7.79%	19.86%	2.36%	5.06%	-25.88%	-56.29%	1.16%	-41.33%	7.76%	0.00%
932	5505	前海开源中药	9月1日	2.1909	2.1909	0.74%	-2.40%	-0.37%	0.44%	5.56%	3.02%	-7.80%	8.19%	-0.35%	119.09%	4.93%	0.15%
933	5506	前海开源中药	9月1日	2.1566	2.1566	0.74%	-2.40%	-0.39%	0.37%	5.42%	2.76%	-8.26%	7.38%	-0.52%	115.66%	4.67%	0.00%
934	21875	路博迈资源精	9月1日	1.3277	1.3277	3.96%	6.12%	25.02%	45.89%	43.18%	---	---	---	44.69%	32.77%	32.77%	0.15%
935	22003	博道大盘成长	9月1日	1.4193	1.4193	0.48%	3.52%	17.89%	33.03%	39.68%	---	---	---	42.04%	41.93%	41.93%	0.15%
936	21983	中信保诚红利	9月1日	1.0279	1.0279	-0.41%	-2.44%	0.38%	3.17%	5.03%	---	---	---	2.56%	2.79%	2.79%	0.15%
937	21984	中信保诚红利	9月1日	1.023	1.023	-0.42%	-2.45%	0.33%	3.01%	4.71%	---	---	---	2.16%	2.30%	2.30%	0.00%
938	21876	路博迈资源精	9月1日	1.3177	1.3177	3.95%	6.10%	24.96%	45.68%	42.53%	---	---	---	43.89%	31.77%	31.77%	0.00%
939	22518	南方产业智选	9月1日	2.0054	2.0054	0.36%	-0.68%	3.90%	5.41%	4.72%	---	---	---	8.76%	10.98%	10.98%	0.00%
940	21979	兴证全球红利	9月1日	1.1138	1.1138	-0.31%	-2.38%	1.69%	8.07%	12.30%	---	---	---	11.31%	11.38%	11.38%	0.15%
941	21980	兴证全球红利	9月1日	1.1082	1.1082	-0.31%	-2.40%	1.63%	7.92%	11.96%	---	---	---	10.86%	10.82%	10.82%	0.00%
942	22081	景顺长城医疗	9月1日	1.741	1.741	4.04%	-1.82%	6.91%	44.49%	68.57%	---	---	---	---	74.12%	74.12%	0.15%
943	22082	景顺长城医疗	9月1日	1.737	1.737	4.04%	-1.83%	6.88%	44.37%	68.25%	---	---	---	---	73.72%	73.72%	0.00%
944	22358	民生加银龙头	9月1日	1.1236	1.1236	1.33%	0.77%	7.87%	11.73%	15.53%	---	---	---	15.02%	11.49%	11.49%	0.00%
945	22754	易方达科鑫量	9月1日	1.3668	1.3668	0.41%	1.95%	16.70%	35.14%	34.41%	---	---	---	41.49%	36.68%	36.68%	0.15%
946	22755	易方达科鑫量	9月1日	1.3629	1.3629	0.41%	1.94%	16.67%	34.99%	34.13%	---	---	---	41.12%	36.29%	36.29%	0.00%
947	22344	景顺长城红利	9月1日	1.0819	1.0819	-0.04%	-1.68%	1.51%	6.12%	9.80%	---	---	---	---	8.20%	8.20%	0.12%
948	22345	景顺长城红利	9月1日	1.0793	1.0793	-0.05%	-1.69%	1.48%	6.01%	9.58%	---	---	---	---	7.94%	7.94%	0.00%
949	22831	华商电子行业	9月1日	2.1445	2.1445	1.46%	4.97%	26.44%	42.38%	25.12%	---	---	---	35.52%	36.48%	36.48%	0.00%
950	22868	英大国企改革	9月1日	2.0328	2.0328	1.65%	5.11%	22.06%	37.77%	30.71%	---	---	---	32.34%	31.82%	31.82%	0.00%
951	22327	宏利高端装备	9月1日	1.2569	1.2569	0.56%	2.27%	9.69%	26.92%	25.44%	---	---	---	---	25.69%	25.69%	0.15%
952	21915	博道大盘价值	9月1日	1.035	1.035	-0.19%	-1.40%	4.45%	11.71%	11.51%	---	---	---	5.70%	3.50%	3.50%	0.15%
