序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
6883	3031	安信新目标混	9月1日	1.4562	1.5692	0.34%	0.61%	1.22%	2.86%	3.56%	6.99%	6.43%	6.77%	3.30%	60.07%	7.33%	0.00%
6884	8416	鹏扬景瑞三年	9月1日	1.3254	1.3254	0.25%	-0.13%	0.97%	2.24%	3.22%	6.99%	8.70%	2.83%	3.35%	32.54%	7.33%	0.10%
6885	13226	景顺长城安景	9月1日	1.1379	1.1379	0.30%	0.69%	2.88%	4.19%	4.59%	6.98%	10.08%	11.36%	4.36%	13.79%	7.20%	0.00%
6886	13101	华夏稳福六个	9月1日	1.11	1.11	0.02%	-0.05%	0.12%	0.95%	2.46%	6.98%	8.50%	9.93%	2.13%	11.00%	7.11%	0.08%
6887	17886	国富安颐稳健	9月1日	1.1008	1.1008	-0.05%	0.26%	0.76%	1.07%	2.81%	6.96%	---	---	3.03%	10.08%	6.81%	0.08%
6888	17739	大成2020	9月1日	0.9988	0.9988	0.20%	-0.04%	1.46%	2.03%	3.36%	6.94%	9.16%	---	2.83%	8.92%	6.77%	0.00%
6889	16863	华安招裕一年	9月1日	1.091	1.091	0.17%	0.46%	2.05%	3.72%	4.71%	6.93%	7.70%	---	4.54%	9.10%	7.10%	0.08%
6890	1343	易方达新享混	9月1日	1.3483	1.7133	0.01%	0.12%	1.46%	2.95%	4.29%	6.92%	11.52%	13.68%	2.85%	83.08%	6.92%	0.00%
6891	11183	广发内需增长	9月1日	1.669	1.669	2.27%	-0.36%	10.90%	4.51%	-1.01%	6.92%	4.77%	-0.18%	-3.30%	-12.07%	8.45%	0.00%
6892	12660	华安新乐享灵	9月1日	1.5911	1.5911	0.00%	0.09%	0.82%	1.77%	2.56%	6.92%	8.25%	11.17%	2.76%	21.50%	7.07%	0.00%
6893	19896	天弘惠利混合	9月1日	1.7679	1.7679	0.36%	0.84%	3.17%	4.78%	4.18%	6.92%	---	---	4.09%	8.04%	6.80%	0.00%
6894	13249	交银鸿泰一年	9月1日	1.035	1.035	1.03%	0.94%	2.86%	3.98%	3.40%	6.91%	7.14%	7.12%	3.85%	3.50%	6.90%	0.00%
6895	18466	嘉实稳健添翼	9月1日	1.0561	1.0561	0.09%	-0.31%	0.46%	0.83%	1.44%	6.91%	7.32%	---	2.53%	5.61%	6.97%	0.00%
6896	4010	华泰柏瑞鼎利	9月1日	1.504	1.8117	0.11%	0.21%	1.25%	1.86%	2.55%	6.90%	8.65%	13.18%	2.53%	91.68%	7.49%	0.10%
6897	2062	国泰国策驱动	9月1日	1.818	1.954	0.39%	0.22%	3.18%	5.33%	5.15%	6.88%	3.47%	0.78%	3.95%	38.65%	6.88%	0.08%
6898	12334	上银慧尚6个	9月1日	1.0822	1.0822	-0.05%	-0.54%	1.03%	2.96%	4.01%	6.88%	6.84%	9.25%	3.11%	8.22%	6.82%	0.08%
6899	9672	平安恒泽混合	9月1日	1.0624	1.0624	0.18%	-0.18%	2.05%	3.39%	4.47%	6.87%	4.21%	-2.84%	5.16%	6.24%	6.91%	0.00%
6900	18703	南方誉民稳健	9月1日	1.0706	1.0706	0.07%	-0.08%	1.38%	2.83%	3.93%	6.86%	---	---	4.06%	7.06%	7.01%	0.08%
6901	3845	汇安丰恒灵活	9月1日	0.9623	0.9623	0.06%	-0.04%	0.55%	2.49%	3.27%	6.85%	0.39%	-0.58%	3.02%	-3.77%	6.91%	0.15%
6902	9796	大成汇享一年	9月1日	1.2109	1.2109	0.10%	-0.12%	0.87%	1.78%	2.34%	6.85%	10.78%	8.25%	2.30%	21.09%	6.62%	0.12%
6903	19349	中信保诚瑞丰	9月1日	1.0796	1.0796	0.13%	0.33%	1.12%	2.50%	2.15%	6.84%	---	---	1.61%	7.96%	7.05%	0.10%
6904	2227	长城新优选混	9月1日	1.2677	1.4797	0.09%	0.17%	2.28%	3.56%	3.74%	6.83%	7.88%	7.08%	3.54%	54.09%	6.80%	0.08%
6905	2091	华泰柏瑞新利	9月1日	1.6102	1.8331	0.11%	0.22%	1.24%	1.85%	2.51%	6.82%	8.42%	12.53%	2.51%	90.93%	7.41%	0.00%
6906	1710	安信新趋势混	9月1日	1.2762	1.4942	0.02%	-0.11%	0.74%	1.71%	2.45%	6.82%	6.62%	9.83%	2.08%	57.12%	7.04%	0.10%
6907	17541	安信稳健增益	9月1日	1.0609	1.0609	0.15%	0.39%	1.65%	1.87%	2.43%	6.81%	5.97%	---	2.24%	6.09%	7.09%	0.00%
6908	11534	万家民瑞祥明	9月1日	1.0467	1.0467	-0.02%	-0.66%	1.52%	2.28%	1.85%	6.80%	4.94%	2.79%	3.03%	4.67%	6.99%	0.08%
6909	970121	兴证资管金麒	9月1日	1.0696	1.0696	-0.25%	-0.76%	0.79%	2.17%	2.64%	6.80%	5.66%	3.90%	2.96%	6.96%	6.95%	0.00%
6910	2604	华夏新起点混	9月1日	1.166	1.166	0.09%	0.26%	1.75%	2.37%	2.64%	6.78%	0.09%	-37.18%	2.46%	16.60%	7.07%	0.15%
6911	15012	浦银安盛安弘	9月1日	0.9859	0.9859	0.30%	0.51%	3.16%	4.79%	3.53%	6.78%	3.19%	-1.43%	4.65%	-1.41%	6.83%	0.08%
6912	3846	汇安丰恒灵活	9月1日	1.0434	1.0434	0.06%	-0.05%	0.54%	2.45%	3.20%	6.75%	0.23%	-0.83%	2.94%	4.34%	6.81%	0.00%
6913	1905	华安安益灵活	9月1日	1.0824	1.1124	-0.06%	-0.27%	0.18%	1.22%	2.18%	6.74%	-0.24%	-2.34%	2.04%	11.46%	7.57%	0.06%
6914	9568	浙商智多宝稳	9月1日	1.0773	1.095	-0.02%	-0.18%	0.88%	2.65%	2.94%	6.74%	4.93%	1.17%	2.51%	9.57%	6.83%	0.12%
6915	3900	交银瑞鑫六个	9月1日	1.7746	1.7746	0.15%	0.10%	1.63%	3.22%	4.10%	6.72%	5.11%	6.93%	3.74%	77.46%	6.82%	0.06%
6916	367	国泰安康定期	9月1日	1.987	1.987	0.05%	0.30%	1.02%	1.74%	2.00%	6.71%	9.24%	4.85%	1.27%	98.70%	6.60%	0.06%
6917	12487	博时恒玺一年	9月1日	0.9961	0.9961	0.48%	1.10%	3.13%	4.27%	4.75%	6.71%	1.04%	-3.59%	4.82%	-0.39%	6.72%	0.10%
6918	12024	兴业聚乾混合	9月1日	1.0412	1.0412	0.02%	0.05%	2.52%	3.80%	3.84%	6.71%	5.78%	6.07%	3.53%	4.12%	6.90%	0.00%
6919	9888	广发稳健优选	9月1日	1.0512	1.0512	0.52%	-0.86%	5.18%	1.21%	-1.92%	6.70%	3.28%	-1.04%	-3.97%	5.12%	7.79%	0.00%
6920	5141	华夏睿磐泰荣	9月1日	1.3431	1.4571	0.41%	-0.95%	0.51%	2.57%	3.59%	6.69%	7.91%	6.64%	3.24%	47.08%	6.54%	0.00%
6921	10283	中信建投智享	9月1日	0.684	0.684	-0.84%	-0.65%	5.85%	10.63%	0.21%	6.69%	-24.81%	-44.13%	-5.45%	-31.60%	8.02%	0.00%
6922	10171	中银证券鑫瑞	9月1日	1.069	1.069	-0.01%	-0.24%	1.47%	2.59%	2.23%	6.69%	5.30%	3.22%	2.01%	6.90%	6.96%	0.00%
6923	9181	浙商智多兴稳	9月1日	1.0589	1.1321	0.02%	-0.57%	0.55%	1.74%	2.96%	6.68%	7.00%	2.64%	2.38%	13.40%	6.66%	0.12%
6924	10380	广发均衡优选	9月1日	0.9688	0.9688	0.47%	-0.81%	5.24%	1.07%	-1.89%	6.68%	2.71%	-1.65%	-3.92%	-3.12%	7.80%	0.00%
6925	10782	兴业聚申一年	9月1日	1.0664	1.0664	0.03%	0.04%	2.38%	3.54%	3.60%	6.67%	5.02%	4.11%	3.37%	6.64%	6.88%	0.00%
6926	13517	易方达悦浦一	9月1日	1.1235	1.1235	0.13%	-0.16%	1.71%	2.97%	3.82%	6.67%	8.69%	10.73%	3.11%	12.35%	6.84%	0.10%
6927	13102	华夏稳福六个	9月1日	1.0977	1.0977	0.01%	-0.06%	0.09%	0.87%	2.29%	6.66%	7.85%	8.94%	1.91%	9.77%	6.79%	0.00%
6928	2061	国泰安康定期	9月1日	3.576	3.576	0.08%	0.31%	1.02%	1.71%	1.97%	6.65%	9.09%	4.59%	1.25%	189.32%	6.52%	0.00%
6929	19692	信澳鑫悦智选	9月1日	1.0837	1.0837	-0.10%	-0.55%	1.06%	2.65%	2.36%	6.65%	---	---	2.05%	8.37%	6.62%	0.10%
6930	16546	交银稳进回报	9月1日	1.0348	1.0348	0.13%	0.07%	2.35%	4.28%	4.48%	6.64%	3.94%	---	3.99%	3.48%	6.72%	0.00%
6931	15233	银华富裕主题	9月1日	4.3115	4.3115	-1.06%	-2.73%	-0.15%	0.83%	5.91%	6.64%	1.48%	---	0.97%	2.31%	6.89%	0.00%
6932	12218	博时乐享混合	9月1日	0.9889	0.9889	0.12%	-0.43%	1.55%	1.76%	0.47%	6.64%	3.51%	1.95%	0.91%	-1.11%	6.78%	0.08%
6933	4011	华泰柏瑞鼎利	9月1日	1.5171	1.8262	0.11%	0.21%	1.23%	1.79%	2.43%	6.63%	8.11%	12.34%	2.36%	92.97%	7.22%	0.00%
6934	8417	鹏扬景瑞三年	9月1日	1.3008	1.3008	0.25%	-0.14%	0.93%	2.14%	3.03%	6.63%	7.97%	1.78%	3.11%	30.08%	6.98%	0.00%
6935	11393	中欧融益稳健	9月1日	1.1654	1.1654	0.17%	0.04%	0.69%	1.48%	2.41%	6.63%	8.42%	9.21%	2.63%	16.54%	6.79%	0.08%
6936	16755	方正富邦均衡	9月1日	0.978	0.978	-0.30%	-1.18%	-0.28%	0.64%	1.54%	6.63%	-0.96%	---	1.78%	-2.20%	6.59%	0.00%
6937	12659	华安安益灵活	9月1日	1.0798	1.1098	-0.06%	-0.28%	0.17%	1.19%	2.13%	6.62%	-0.45%	-2.71%	1.96%	2.56%	7.45%	0.00%
6938	16762	嘉合锦荣混合	9月1日	0.7599	0.7599	1.28%	0.26%	11.00%	14.20%	-0.37%	6.62%	-11.50%	---	1.75%	-24.01%	8.34%	0.00%
6939	1711	安信新趋势混	9月1日	1.2621	1.4721	0.02%	-0.12%	0.73%	1.66%	2.34%	6.61%	6.15%	9.18%	1.94%	54.24%	6.82%	0.00%
6940	8833	银华汇盈一年	9月1日	1.1519	1.1519	0.17%	0.16%	1.73%	2.56%	3.62%	6.61%	7.25%	6.90%	3.78%	15.18%	6.55%	0.08%
6941	12070	天弘安康颐享	9月1日	1.0656	1.0756	0.13%	0.08%	1.37%	2.69%	2.78%	6.61%	7.37%	5.01%	2.81%	7.60%	6.71%	0.00%
6942	17887	国富安颐稳健	9月1日	1.0933	1.0933	-0.05%	0.26%	0.73%	0.97%	2.63%	6.61%	---	---	2.79%	9.33%	6.48%	0.00%
6943	14054	太平睿庆混合	9月1日	1.0699	1.0699	0.24%	0.24%	1.80%	2.37%	3.45%	6.60%	7.84%	5.48%	2.60%	6.99%	6.71%	0.00%
6944	5059	南方安福混合	9月1日	1.1328	1.3658	0.03%	0.01%	0.51%	1.10%	1.67%	6.59%	2.49%	2.90%	1.14%	39.42%	6.97%	0.12%
6945	894	中欧睿达6个	9月1日	1.7018	1.7018	-0.02%	-0.46%	0.56%	2.18%	2.67%	6.57%	8.78%	12.88%	2.60%	70.18%	6.62%	0.08%
6946	1635	万家瑞益灵活	9月1日	1.6162	1.6162	0.11%	-0.20%	1.64%	2.92%	2.98%	6.56%	2.81%	-2.17%	2.75%	61.62%	6.76%	0.06%
6947	5040	鹏扬景兴混合	9月1日	1.1367	1.6237	0.18%	0.04%	1.30%	2.46%	3.39%	6.56%	7.80%	12.01%	2.20%	70.43%	6.76%	0.00%
6948	10545	中加聚隆持有	9月1日	1.1266	1.1266	0.18%	0.37%	3.09%	4.18%	4.02%	6.56%	5.78%	7.04%	3.64%	12.66%	6.65%	0.08%
6949	20098	万家惠诚回报	9月1日	1.057	1.0652	-0.40%	-1.90%	1.85%	4.06%	3.92%	6.56%	---	---	4.45%	6.56%	6.65%	0.10%
6950	9634	鹏华安睿两年	9月1日	1.1544	1.1544	0.00%	-0.40%	0.55%	1.49%	1.92%	6.54%	10.48%	8.13%	2.30%	15.44%	6.47%	0.05%
6951	2728	华富益鑫灵活	9月1日	1.2496	1.6576	0.08%	-0.12%	2.19%	3.58%	3.68%	6.53%	6.82%	5.52%	3.88%	73.43%	6.62%	0.15%
6952	2118	广发安盈混合	9月1日	1.555	1.555	0.06%	0.00%	0.03%	1.23%	2.64%	6.52%	4.08%	2.30%	2.73%	55.50%	6.38%	0.15%
6953	2767	泰康宏泰回报	9月1日	1.7105	1.7105	0.02%	-0.30%	1.65%	1.57%	3.35%	6.52%	6.83%	8.49%	2.67%	71.05%	6.51%	0.10%
6954	8356	中加科丰价值	9月1日	1.172	1.3124	0.03%	0.09%	1.01%	2.58%	3.19%	6.51%	5.99%	7.69%	2.72%	32.44%	6.67%	0.10%
6955	12828	富国浦诚回报	9月1日	1.0148	1.0148	0.74%	1.52%	4.23%	6.31%	4.90%	6.51%	4.38%	1.91%	5.48%	1.48%	6.99%	0.08%
6956	14554	博时恒瑞混合	9月1日	1.014	1.014	-0.02%	-0.08%	0.97%	1.02%	1.10%	6.51%	3.44%	0.95%	2.03%	1.40%	6.80%	0.10%
6957	16864	华安招裕一年	9月1日	1.0804	1.0804	0.17%	0.46%	2.02%	3.62%	4.51%	6.50%	6.83%	---	4.27%	8.04%	6.66%	0.00%
6958	5902	诺安汇利混合	9月1日	1.4188	1.4188	0.12%	0.16%	0.44%	0.92%	2.86%	6.49%	-10.55%	-13.14%	2.77%	41.88%	6.48%	0.00%
6959	18932	中信保诚四季	9月1日	0.914	0.914	-0.09%	-1.40%	1.70%	4.62%	10.04%	6.49%	15.40%	---	5.09%	15.90%	6.14%	0.00%
6960	22076	平安鑫瑞混合	9月1日	1.075	1.075	0.03%	-0.07%	0.70%	1.23%	3.33%	6.49%	---	---	3.81%	6.53%	6.50%	0.00%
6961	4227	泰信鑫利混合	9月1日	1.2306	1.2766	0.18%	0.22%	0.28%	1.57%	4.11%	6.45%	11.32%	11.01%	4.39%	27.84%	6.39%	0.12%
6962	4228	泰信鑫利混合	9月1日	1.2003	1.2463	0.18%	0.23%	0.28%	1.57%	4.11%	6.44%	11.31%	10.63%	4.39%	24.81%	6.38%	0.00%
6963	7875	国融融兴混合	9月1日	0.6654	0.6654	-1.23%	-2.46%	3.63%	16.00%	1.40%	6.43%	-3.28%	-31.92%	1.39%	-33.46%	5.80%	0.12%
6964	14579	华泰柏瑞恒泽	9月1日	1.1235	1.1235	0.31%	0.04%	0.56%	3.71%	3.88%	6.43%	7.49%	11.12%	3.79%	12.35%	6.72%	0.08%
6965	1817	易方达瑞兴灵	9月1日	1.525	1.577	0.07%	0.07%	1.19%	1.53%	2.76%	6.42%	10.83%	13.64%	1.40%	58.56%	6.42%	0.06%
6966	9525	广发聚荣一年	9月1日	1.1907	1.1907	0.16%	-0.05%	1.23%	2.53%	3.24%	6.42%	7.55%	9.48%	3.39%	19.07%	6.71%	0.10%
6967	9797	大成汇享一年	9月1日	1.1869	1.1869	0.10%	-0.13%	0.84%	1.68%	2.14%	6.42%	9.90%	6.97%	2.03%	18.69%	6.20%	0.00%
6968	19350	中信保诚瑞丰	9月1日	1.0721	1.0721	0.13%	0.33%	1.09%	2.40%	1.95%	6.42%	---	---	1.34%	7.21%	6.63%	0.00%
6969	15013	浦银安盛安弘	9月1日	0.9739	0.9739	0.30%	0.51%	3.13%	4.71%	3.34%	6.41%	2.47%	-2.46%	4.41%	-2.61%	6.45%	0.00%
6970	65	国富焦点驱动	9月1日	2.1507	2.4204	0.08%	-0.09%	1.44%	3.09%	3.45%	6.40%	9.43%	8.98%	3.21%	156.53%	6.44%	0.15%
6971	17118	浦银安盛安荣	9月1日	1.0359	1.0359	0.50%	0.62%	2.62%	3.57%	3.10%	6.39%	4.11%	---	3.87%	3.59%	6.42%	0.10%
6972	12025	兴业聚兴混合	9月1日	1.0895	1.0895	-0.02%	-0.16%	1.25%	2.39%	3.29%	6.38%	7.71%	8.70%	3.16%	8.95%	6.42%	0.08%
6973	72	华安稳健回报	9月1日	1.3704	2.4081	0.09%	0.09%	1.40%	2.77%	3.04%	6.37%	6.96%	5.54%	3.04%	140.81%	6.51%	0.15%
6974	264	博时内需增长	9月1日	0.868	0.759	0.00%	-1.03%	0.12%	-0.23%	0.58%	6.37%	-19.26%	-40.01%	4.33%	-15.15%	9.05%	0.15%
6975	10401	新华安康多元	9月1日	1.0381	1.0381	0.14%	-1.07%	2.19%	5.57%	4.82%	6.37%	4.92%	1.54%	5.32%	3.81%	6.42%	0.12%
6976	2729	华富益鑫灵活	9月1日	1.1954	1.6014	0.08%	-0.13%	2.17%	3.52%	3.58%	6.35%	6.38%	4.95%	3.74%	67.30%	6.45%	0.00%
6977	11535	万家民瑞祥明	9月1日	1.0285	1.0285	-0.03%	-0.69%	1.48%	2.17%	1.64%	6.35%	4.09%	1.55%	2.75%	2.85%	6.55%	0.00%
6978	1636	万家瑞益灵活	9月1日	1.556	1.556	0.11%	-0.21%	1.62%	2.86%	2.87%	6.34%	2.39%	-2.76%	2.60%	55.60%	6.54%	0.00%
6979	8213	华夏新起点混	9月1日	1.141	1.141	0.09%	0.26%	1.78%	2.33%	2.42%	6.34%	-0.17%	-37.58%	2.15%	-3.79%	6.64%	0.00%
6980	19753	海富通悦享一	9月1日	1.0503	1.0803	-0.01%	-0.05%	0.63%	1.67%	2.38%	6.34%	---	---	2.52%	8.11%	6.49%	0.00%
6981	1433	易方达瑞景混	9月1日	1.7863	1.8483	0.08%	0.24%	1.44%	1.95%	3.27%	6.33%	11.16%	13.42%	2.02%	85.87%	6.33%	0.15%
6982	9648	中欧睿达6个	9月1日	1.6668	1.6668	-0.02%	-0.46%	0.56%	2.18%	2.58%	6.33%	8.21%	11.84%	2.48%	27.82%	6.39%	0.00%
6983	580005	东吴进取策略	9月1日	1.3369	1.8569	0.24%	-0.78%	5.88%	5.53%	3.60%	6.31%	-10.77%	-16.71%	-0.28%	107.54%	8.37%	0.15%
6984	2228	长城新优选混	9月1日	1.248	1.475	0.08%	0.16%	2.23%	3.42%	3.47%	6.29%	6.80%	5.49%	3.19%	51.21%	6.27%	0.00%
6985	17553	交银瑞鑫六个	9月1日	1.7563	1.7563	0.15%	0.09%	1.60%	3.11%	3.89%	6.29%	4.26%	---	3.46%	4.62%	6.38%	0.00%
6986	9635	鹏华安睿两年	9月1日	1.1284	1.1284	0.00%	-0.40%	0.53%	1.43%	1.80%	6.28%	9.68%	6.81%	2.14%	12.84%	6.21%	0.00%
6987	2602	易方达丰惠混	9月1日	1.356	1.402	-0.15%	-0.66%	0.89%	2.57%	4.07%	6.27%	11.24%	13.76%	2.03%	40.98%	6.27%	0.10%
6988	9766	安信平稳双利	9月1日	1.1937	1.1937	0.04%	-0.02%	-0.09%	0.24%	1.01%	6.26%	6.49%	10.57%	0.29%	19.37%	6.54%	0.08%
6989	12335	上银慧尚6个	9月1日	1.0582	1.0582	-0.05%	-0.55%	0.97%	2.80%	3.68%	6.24%	5.56%	7.29%	2.69%	5.82%	6.18%	0.00%
6990	1818	易方达瑞兴灵	9月1日	1.501	1.553	0.07%	0.07%	1.21%	1.49%	2.67%	6.23%	10.37%	12.94%	1.28%	56.11%	6.23%	0.00%
6991	9767	安信平稳双利	9月1日	1.1745	1.1745	0.03%	-0.03%	-0.13%	0.13%	0.80%	6.23%	6.04%	9.66%	0.02%	17.45%	6.52%	0.00%
6992	12488	博时恒玺一年	9月1日	0.9776	0.9776	0.48%	1.09%	3.09%	4.16%	4.51%	6.23%	0.14%	-4.89%	4.51%	-2.24%	6.24%	0.00%
6993	13518	易方达悦浦一	9月1日	1.1061	1.1061	0.12%	-0.17%	1.67%	2.85%	3.60%	6.23%	7.81%	9.38%	2.83%	10.61%	6.40%	0.00%
6994	14580	华泰柏瑞恒泽	9月1日	1.1164	1.1164	0.31%	0.04%	0.55%	3.65%	3.77%	6.22%	7.07%	10.47%	3.65%	11.64%	6.51%	0.00%
6995	19693	信澳鑫悦智选	9月1日	1.077	1.077	-0.11%	-0.55%	1.02%	2.54%	2.14%	6.22%	---	---	1.78%	7.70%	6.20%	0.00%
6996	11394	中欧融益稳健	9月1日	1.1445	1.1445	0.17%	0.03%	0.66%	1.37%	2.20%	6.21%	7.56%	7.90%	2.35%	14.45%	6.37%	0.00%
6997	18704	南方誉民稳健	9月1日	1.0605	1.0605	0.07%	-0.09%	1.33%	2.67%	3.62%	6.21%	---	---	3.64%	6.05%	6.36%	0.00%
6998	7876	国融融兴混合	9月1日	0.6575	0.6575	-1.23%	-2.46%	3.62%	15.96%	1.31%	6.20%	-3.68%	-32.34%	1.25%	-34.25%	5.59%	0.00%
6999	18037	泰康宏泰回报	9月1日	1.698	1.698	0.02%	-0.31%	1.63%	1.49%	3.19%	6.20%	6.20%	---	2.47%	6.97%	6.20%	0.00%
7000	9569	浙商智多宝稳	9月1日	1.0518	1.0676	-0.03%	-0.19%	0.83%	2.51%	2.67%	6.19%	3.88%	-0.34%	2.17%	6.80%	6.30%	0.00%
7001	8834	银华汇盈一年	9月1日	1.127	1.127	0.17%	0.15%	1.69%	2.45%	3.40%	6.18%	6.39%	5.62%	3.50%	12.70%	6.12%	0.00%
7002	9493	大成尊享18	9月1日	1.2254	1.2254	0.09%	-0.07%	1.01%	1.98%	2.66%	6.18%	9.86%	7.63%	2.66%	22.54%	6.01%	0.10%
7003	11256	交银鸿光一年	9月1日	1.0769	1.0769	0.11%	-0.32%	1.64%	3.20%	3.70%	6.18%	7.34%	8.08%	4.17%	7.69%	6.35%	0.08%
7004	12219	博时乐享混合	9月1日	0.9718	0.9718	0.11%	-0.45%	1.51%	1.64%	0.26%	6.18%	2.65%	0.70%	0.63%	-2.82%	6.32%	0.00%
7005	4975	交银恒益灵活	9月1日	1.1767	1.4017	0.10%	-0.14%	2.41%	4.72%	4.64%	6.15%	4.40%	4.35%	3.96%	42.83%	6.21%	0.15%
7006	1209	前海开源一带	9月1日	0.639	0.639	-0.47%	-0.93%	11.71%	14.93%	2.08%	6.15%	-15.48%	-42.84%	13.30%	-36.10%	7.58%	0.15%
7007	9182	浙商智多兴稳	9月1日	1.0369	1.1044	0.02%	-0.58%	0.50%	1.61%	2.69%	6.14%	5.95%	1.11%	2.04%	10.46%	6.13%	0.00%
7008	20099	万家惠诚回报	9月1日	1.0516	1.0591	-0.40%	-1.90%	1.82%	3.95%	3.71%	6.14%	---	---	4.17%	5.94%	6.23%	0.00%
7009	10546	中加聚隆持有	9月1日	1.1067	1.1067	0.17%	0.36%	3.05%	4.07%	3.81%	6.13%	4.94%	5.76%	3.36%	10.67%	6.22%	0.00%
7010	1547	兴业聚惠混合	9月1日	1.5822	1.8063	0.15%	0.44%	1.72%	3.15%	3.43%	6.12%	8.73%	6.39%	3.27%	81.72%	6.13%	0.15%
7011	2119	广发安盈混合	9月1日	1.513	1.513	0.06%	-0.01%	0.00%	1.13%	2.44%	6.12%	3.21%	0.80%	2.47%	51.30%	5.99%	0.00%
7012	11767	泰康合润混合	9月1日	1.0949	1.0949	-0.06%	-0.74%	1.10%	2.94%	2.72%	6.12%	5.99%	7.66%	2.49%	9.49%	6.33%	0.10%
7013	17568	华夏稳茂增益	9月1日	1.0851	1.0851	0.10%	-0.51%	1.51%	3.72%	3.91%	6.12%	8.76%	---	3.81%	8.51%	6.12%	0.08%
7014	11982	博时内需增长	9月1日	0.853	0.853	0.00%	-1.04%	0.12%	-0.35%	0.47%	6.09%	-19.83%	-40.72%	4.15%	-40.80%	8.66%	0.00%
7015	12572	恒越乐享添利	9月1日	1.0184	1.0184	0.27%	-0.10%	2.31%	4.85%	5.94%	6.08%	7.15%	4.25%	5.45%	1.84%	6.25%	0.06%
7016	17211	国富焦点驱动	9月1日	2.1331	2.1331	0.08%	-0.10%	1.41%	3.01%	3.29%	6.08%	8.78%	---	2.99%	9.71%	6.12%	0.00%
7017	2783	东方红价值精	9月1日	1.1528	1.5488	0.05%	0.09%	0.73%	1.94%	2.16%	6.06%	3.65%	2.54%	2.42%	57.43%	6.24%	0.10%
7018	12026	兴业聚兴混合	9月1日	1.0767	1.0767	-0.02%	-0.18%	1.23%	2.31%	3.13%	6.05%	7.07%	7.72%	2.95%	7.67%	6.09%	0.00%
7019	21286	广发安盈混合	9月1日	1.5455	1.5455	0.06%	-0.01%	-0.01%	1.11%	2.41%	6.05%	---	---	2.43%	8.02%	5.91%	0.00%
7020	14949	交银恒益灵活	9月1日	1.1724	1.1724	0.11%	-0.14%	2.41%	4.70%	4.60%	6.04%	4.19%	4.04%	3.90%	3.41%	6.11%	0.00%
7021	14555	博时恒瑞混合	9月1日	0.9981	0.9981	-0.02%	-0.08%	0.93%	0.90%	0.87%	6.03%	2.51%	-0.41%	1.72%	-0.19%	6.34%	0.00%
7022	519738	交银周期回报	9月1日	1.2576	1.9166	0.07%	-0.17%	2.08%	4.42%	4.56%	6.02%	4.40%	4.34%	3.95%	118.93%	6.02%	0.15%
7023	2923	兴业聚惠混合	9月1日	1.7195	1.7979	0.15%	0.44%	1.72%	3.12%	3.39%	6.02%	8.51%	6.08%	3.21%	56.32%	6.02%	0.00%
7024	17119	浦银安盛安荣	9月1日	1.0273	1.0273	0.50%	0.62%	2.59%	3.48%	2.90%	6.02%	3.38%	---	3.62%	2.73%	6.05%	0.00%
7025	13995	嘉实融惠混合	9月1日	1.1144	1.1144	0.31%	-0.05%	1.43%	3.43%	3.74%	6.00%	7.10%	8.55%	4.32%	11.44%	6.02%	0.08%
7026	9526	广发聚荣一年	9月1日	1.1663	1.1663	0.15%	-0.06%	1.20%	2.42%	3.04%	5.99%	6.69%	8.17%	3.11%	16.63%	6.29%	0.00%
7027	11353	国联景盛一年	9月1日	1.0807	1.0807	-0.14%	-0.82%	0.19%	1.51%	2.10%	5.98%	7.82%	7.60%	2.18%	8.07%	6.09%	0.10%
7028	10222	大摩民丰盈和	9月1日	0.9746	0.9746	-0.03%	-1.43%	2.91%	5.03%	2.80%	5.97%	3.67%	-0.69%	1.84%	-2.54%	5.88%	0.08%
7029	2120	广发安悦回报	9月1日	1.2198	1.4568	0.20%	0.27%	1.85%	3.27%	3.56%	5.96%	8.52%	9.18%	3.58%	51.49%	5.98%	0.15%
7030	11194	广发睿铭两年	9月1日	0.9289	0.9289	1.20%	-0.64%	6.87%	2.31%	-1.85%	5.95%	3.73%	-0.93%	-3.62%	-7.11%	7.33%	0.15%
7031	10402	新华安康多元	9月1日	1.0187	1.0187	0.15%	-1.07%	2.16%	5.48%	4.61%	5.95%	4.09%	0.32%	5.04%	1.87%	5.99%	0.00%
7032	16042	华安稳健回报	9月1日	1.3532	1.3532	0.09%	0.08%	1.36%	2.66%	2.83%	5.95%	6.11%	4.28%	2.76%	4.41%	6.08%	0.00%
7033	1745	易方达瑞富灵	9月1日	1.478	1.618	0.27%	0.41%	1.23%	2.35%	3.94%	5.95%	10.55%	13.43%	2.57%	66.72%	6.10%	0.06%
7034	2080	前海开源一带	9月1日	0.696	0.696	-0.57%	-1.00%	11.72%	14.85%	2.05%	5.94%	-15.64%	-43.09%	13.17%	-30.40%	7.41%	0.00%
7035	7569	南方安福混合	9月1日	1.1068	1.3208	0.03%	-0.01%	0.46%	0.95%	1.36%	5.94%	1.26%	1.05%	0.74%	25.55%	6.33%	0.00%
7036	9332	博时恒裕持有	9月1日	0.9986	0.9986	0.29%	-0.06%	1.29%	1.47%	1.86%	5.94%	3.39%	2.48%	1.77%	-0.14%	6.32%	0.10%
